"","newc","id","Site","Jan.01","Feb.01","Mar.01","Apr.01","May.01","Jun.01","Jul.01","Aug.01","Sep.01","Oct.01","Nov.01","Dec.01","Jan.02","Feb.02","Mar.02","Apr.02","May.02","Jun.02","Jul.02","Aug.02","Sep.02","Oct.02","Nov.02","Dec.02"
"603","C2","A 3","NW-88002365 ",2.84,1.349,1.435,2.153,3.451,3.373,4.115,4.453,3.755,2.566,2.447,2.223,3.635,1.337,1.444,1.7,3.224,3.605,4.066,4.224,3.403,2.446,2.71,2.369
"604","C2","A 3","NW-88002367 ",0.2215,1.677,2.698,3.375,3.682,3.698,3.599,3.422,3.175,2.943,2.851,2.819,0.3701,1.593,2.822,3.427,3.769,3.704,3.664,3.547,3.208,2.744,2.677,2.636
"605","C2","A 3","NW-88002375 ",1.765,2.018,2.333,3.689,4.972,3.607,3.158,3.35,3.352,2.31,1.867,1.741,1.838,1.505,2.435,3.67,4.628,3.781,3.448,3.524,3.346,2.159,1.866,1.962
"606","C3","A 2","NW-88002379 ",2.191,2.057,3.76,4.122,3.739,3.969,3.895,3.155,1.771,1.865,1.831,1.806,1.831,4.278,2.463,1.715,1.81,2.334,3.307,4.098,3.628,2.865,4.09,1.741
"607","C2","A 3","NW-88002380 ",1.849,1.998,2.288,3.557,4.661,2.923,4.352,3.446,3.164,2.304,1.853,1.766,1.868,1.527,2.475,3.578,4.802,3.361,3.937,3.448,3.021,2.217,1.986,1.941
"608","C4","A 1","NW-88002406 ",5.454,3.407,2.11,1.684,1.74,2.174,2.579,2.832,3.052,3.267,3.015,2.848,5.456,4.031,3.114,2.311,1.981,1.948,2.138,2.321,2.608,2.742,2.701,2.811
"609","C2","A 3","NW-88002409 ",0.3435,1.932,3.134,3.389,4.221,3.904,3.394,2.972,2.949,2.549,2.533,2.84,0.7042,1.913,3.331,3.057,4.438,4.132,3.481,2.918,2.768,2.223,2.325,2.873
"610","C2","A 3","NW-88002413 ",1.809,1.714,2.273,3.258,4.388,4.283,4.164,2.916,3.035,2.314,1.67,2.339,1.896,1.849,2.843,3.08,4.009,4.204,4.49,3.07,3.012,1.952,1.43,2.327
"611","C4","A 1","NW-88002434 ",5.582,3.946,2.914,2.301,2.053,2.05,2.204,2.413,2.552,2.652,2.749,2.746,4.443,4.001,3.082,2.389,2.266,1.839,1.63,1.669,2.037,3.823,3.804,3.179
"612","C3","A 2","NW-88002437 ",1.199,2.526,2.932,3.56,4.234,3.029,2.688,2.325,4.538,3.335,2.401,1.393,4.691,3.846,2.845,2.884,1.876,1.92,1.7,1.563,2.435,3.962,3.483,2.957
"613","C4","A 1","NW-88002453 ",2.85,1.783,1.542,1.598,1.899,2.939,4.006,4.32,4.052,3.567,3.128,2.477,3.86,3.335,2.999,2.626,1.881,1.352,1.365,1.995,2.957,3.778,4.027,3.988
"614","C4","A 1","NW-88002457 ",4.122,3.198,2.174,2.114,1.922,1.213,1.544,3.268,3.932,3.883,3.472,3.318,3.867,3.868,3.69,3.439,2.906,2.062,1.427,1.281,1.663,2.645,3.566,3.746
"615","C2","A 3","NW-88002471 ",1.659,1.991,2.719,3.379,4.507,4.603,3.762,2.797,2.463,2.201,2.1,1.98,1.956,2.836,3.719,3.922,4.463,4.176,3.166,2.14,1.877,2.037,2.088,1.782
"616","C1","A 4","NW-88002481 ",3.493,3.774,2.993,1.756,1.783,2.713,2.862,2.176,5.239,3.11,1.914,2.348,0.1965,1.818,2.827,3.305,3.52,3.591,3.633,3.619,3.454,2.728,2.537,2.934
"617","C1","A 4","NW-88002497 ",5.684,3.71,2.574,2.026,2.133,2.118,2.341,2.555,2.688,2.68,2.933,2.719,0.6813,1.683,2.03,2.853,3.656,3.521,4.094,4.028,3.174,2.668,3.094,2.68
"618","C3","A 2","NW-88002499 ",0.0506,1.976,2.698,3.161,3.427,3.629,3.5,3.375,3.55,3.222,2.737,2.836,5.674,3.722,2.527,2.004,1.859,2.469,2.544,2.575,2.769,2.834,2.516,2.669
"619","C2","A 3","NW-88002506 ",1.377,1.53,2.821,3.336,3.34,4.099,4.295,3.846,3.028,2.711,2.086,1.695,1.536,1.673,3.904,4.271,2.425,2.932,3.934,4.082,3.002,2.017,1.805,2.58
"620","C2","A 3","NW-88002509 ",1.544,2.097,2.959,3.433,4.242,3.968,3.607,3.547,3.267,2.501,1.801,1.196,1.561,1.684,3.61,3.643,3.704,3.02,3.902,4.381,2.479,2.594,2.04,1.544
"621","C2","A 3","NW-88002513 ",1.537,1.096,1.97,3.086,3.515,3.764,4.052,4.14,3.526,2.772,2.462,2.24,1.222,1.209,2.532,3.162,3.517,4.12,4.23,3.671,3.128,2.782,2.539,2.048
"622","C3","A 2","NW-88002514 ",1.782,1.744,2.023,1.839,3.613,3.922,4.117,4.018,4.049,2.225,2.515,2.315,3.732,3.576,3.78,3.678,4.058,1.698,1.265,1.994,2.517,1.599,3.505,2.759
"623","C2","A 3","NW-88002519 ",1.281,1.885,2.32,2.146,2.809,2.821,3.852,3.439,5.156,2.608,2.71,3.136,1.333,1.88,2.885,2.329,4.561,2.888,3.94,3.303,4.268,2.154,2.108,2.513
"624","C4","A 1","NW-88002556 ",3.687,2.177,1.117,1.184,2.325,3.948,4.175,3.548,3.321,2.635,2.925,3.119,5.037,4.083,3.257,2.898,2.281,2.147,1.67,1.579,2.112,3.19,3.057,2.85
"625","C2","A 3","NW-88002561 ",0.2174,2.738,3.582,3.402,3.447,3.125,4.126,3.521,2.872,2.368,2.246,2.519,0.3991,3.161,4.373,3.9,2.99,2.705,3.704,3.09,2.586,2.504,2.424,2.325
"626","C2","A 3","NW-88002563 ",1.471,1.999,3.131,3.095,4.06,3.289,3.54,4.272,3.768,1.626,1.695,2.217,1.724,2.252,3.094,2.98,4.385,3.08,3.215,4.332,3.746,1.458,1.638,2.257
"627","C3","A 2","NW-88002564 ",0.1907,1.783,2.731,3.369,3.515,3.696,3.726,3.426,3.181,3.138,2.79,2.618,5.634,3.836,2.727,2.164,2.069,2.053,2.237,2.516,2.705,2.723,2.71,2.788
"628","C2","A 3","NW-88002568 ",1.64,1.474,1.826,3.357,4.122,3.618,3.684,4.199,3.438,2.445,1.86,2.499,0.989,2.059,2.206,3.574,4.658,3.517,3.205,3.845,3.107,2.452,1.916,2.634
"629","C4","A 1","NW-88002579 ",4.341,3.282,2.283,1.879,2.173,2.286,2.961,4.18,4.348,2.008,2.916,1.504,5.547,3.96,2.863,2.189,2.057,1.952,2.181,2.607,2.754,2.58,2.779,2.692
"630","C2","A 3","NW-88002581 ",2.789,1.28,1.781,2.764,3.277,3.551,4.288,4.172,3.848,2.54,2.189,1.682,2.024,1.302,2.019,2.714,3.78,3.536,4.229,4.414,3.404,2.441,2.342,1.958
"631","C4","A 1","NW-88002590 ",5.338,2.996,2.352,1.654,2.555,2.803,3.3,3.552,3.404,1.753,2.37,2.084,5.743,3.714,2.71,2.047,2.227,2.277,2.542,2.677,2.667,2.407,2.57,2.58
"632","C2","A 3","NW-88002600 ",1.945,1.281,1.613,3.276,3.88,3.864,3.833,3.676,3.934,2.473,1.978,2.409,3.089,1.578,2.054,3.902,4.689,3.753,3.294,3.194,3.042,1.984,1.649,1.933
"633","C1","A 4","NW-88002603 ",5.471,3.728,2.992,2.245,2.254,2.138,2.519,3.215,3.14,1.801,2.066,2.592,0.1925,1.719,2.786,3.33,3.734,3.66,3.555,3.453,3.197,2.834,2.806,2.894
"634","C2","A 3","NW-88002605 ",2.479,1.63,2.116,2.757,3.756,3.323,3.635,4.498,4.107,1.645,1.709,2.508,2.568,1.971,2.352,2.893,4.551,2.957,3.393,4.395,3.604,1.381,1.663,2.433
"635","C2","A 3","NW-88002631 ",1.588,1.879,2.379,3.176,4.244,4.102,3.758,3.959,3.181,2.15,2.051,1.696,1.771,2.131,2.749,3.569,4.394,4.127,3.628,3.699,2.753,1.851,1.756,1.733
"636","C2","A 3","NW-88002634 ",1.433,1.803,2.674,3.506,4.16,4.352,4.037,3.268,2.478,2.459,2.25,1.743,1.681,2.288,3.07,3.709,4.177,4.269,4.009,3.11,2.039,2.248,1.915,1.645
"637","C3","A 2","NW-88009945 ",2.994,3.875,4.421,3.836,3.719,3.148,2.721,2.25,2.571,1.743,1.474,1.411,4.749,1.581,1.837,2.813,2.513,3.555,3.833,4.104,2.102,2.777,2.319,1.979
"638","C3","A 1","NW-88009952 ",5.042,3.075,1.91,1.432,1.536,2.195,3.066,3.567,3.486,3.094,2.811,2.561,4.797,4.5,3.348,2.599,2.044,1.965,1.904,1.863,2.13,2.448,2.876,3.303
"639","C2","A 3","NW-88010525 ",1.608,2.897,3.506,3.293,4.421,4.444,3.346,2.429,2.326,2.532,2.055,1.305,1.851,2.916,3.408,3.335,4.565,4.5,3.121,2.047,2.227,2.646,2.169,1.376
"640","C2","A 3","NW-88013781 ",0.6573,1.906,3.186,3.825,3.951,3.365,3.488,3.85,3.242,2.186,2.405,2.101,3.532,1.777,2.987,3.245,3.86,2.986,3.23,4.382,3.474,1.469,1.998,1.22
"641","C1","A 3","NW-88022595 ",5.593,3.665,2.531,1.942,1.856,2.054,2.418,2.76,2.898,2.644,2.717,2.698,0.3832,1.945,2.685,3.296,3.681,3.415,3.786,3.756,3.495,2.856,2.315,2.162
"642","C2","A 2","NW-88022596 ",0.7932,1.393,2.513,2.627,3.324,3.75,4.26,3.672,3.464,3.112,2.371,2.497,0.1003,1.776,2.923,3.309,3.65,3.61,3.631,3.232,3.105,2.98,2.712,2.746
"643","C3","A 1","NW-88022598 ",0.01308,1.841,2.921,3.464,3.594,3.481,3.318,3.293,3.178,3.127,2.816,2.73,5.622,3.77,2.515,2.043,1.987,2.205,2.383,2.413,2.549,2.62,2.773,2.894
"644","C4","A 1","SO-E0000123 ",2.449,2.072,0.9504,0.571,2.018,3.843,2.109,2.411,2.671,4.136,2.264,2.645,3.421,3.98,3.651,2.896,2.705,2.025,1.533,1.185,0.857,1.662,1.854,2.369
"645","C4","A 1","SO-E0000135 ",3.239,4.299,2.826,1.956,1.943,1.794,3.956,1.591,1.578,1.207,1.726,2.025,3.592,3.327,3.677,3.07,2.879,2.466,1.865,1.228,0.9706,0.9196,1.665,2.479
"646","C4","A 1","SO-E0000142 ",4.073,3.044,0.6447,0.9461,1.587,2.045,2.012,2.075,2.827,2.706,3.513,2.667,3.449,4.363,3.053,2.728,2.679,1.572,0.899,1.208,1.553,1.795,2.307,2.532
"647","C4","A 1","SO-E0000150 ",4.4,3.422,1.707,1.503,1.211,1.372,2.146,2.841,3.196,1.377,2.86,2.107,3.915,3.4,3.65,3.082,2.577,2.051,1.615,1.353,1.447,1.589,0.8977,2.562
"648","C3","A 2","SO-E0000160 ",1.885,2.68,1.497,0.8298,2.112,1.647,1.889,3.338,3.192,4.612,2.371,2.085,2.546,4,1.864,0.6825,3.45,2.869,3.212,2.207,1.655,2.694,2.137,0.822
"649","C3","A 2","SO-E0000362 ",0.3318,1.647,2.289,1.745,1.797,2.588,3.182,3.588,3.25,3.637,2.683,1.402,1.473,3.672,3.628,2.357,1.98,1.325,1.51,0.7067,2.221,3.723,2.761,2.783
"650","C3","A 2","SO-E0000397 ",0.4122,1.654,1.966,2.022,2.279,2.938,3.32,3.24,3.492,3.618,1.574,1.394,0.3401,3.409,3.886,3.078,2.258,2.707,2.209,1.684,2.496,2.928,1.004,1.911
"651","C3","A 2","SO-E0000400 ",0.7544,1.666,1.476,1.45,2.195,2.515,3.091,3.488,3.524,3.97,2.113,1.669,1.716,4.706,3.269,1.696,2.436,2.001,1.516,0.9523,1.878,2.941,1.937,2.861
"652","C2","A 3","SO-E0000411 ",0.845,1.443,1.57,1.797,2.335,2.849,3.332,3.514,3.565,3.611,1.463,1.586,0.2886,2.282,2.145,2.029,2.09,3.224,3.574,3.113,3.028,3.381,1.005,1.749
"653","C4","A 1","SO-E0000460 ",2.363,2.185,1.597,1.52,1.29,1.824,1.752,2.401,4.429,1.728,3.034,4.016,2.025,3.225,3.705,3.327,3.401,2.894,2.89,1.31,1.195,1.136,1.09,1.941
"654","C4","A 1","SO-E0000470 ",4.317,3.223,2.438,1.587,1.627,1.69,3.562,1.725,1.689,1.563,1.383,3.334,3.65,3.563,3.718,2.979,2.685,1.858,1.271,0.9278,1.538,2.568,2.168,1.214
"655","C5","A 3","SO-E0000511 ",0.9662,2.491,3.191,4.398,2.972,3.042,2.068,1.527,1.821,2.921,1.457,1.284,0.3079,1.676,2.529,2.62,3.064,3.541,1.891,2.789,3.532,3.065,2.19,0.9339
"656","C4","A 1","SO-E0000523 ",4.101,2.644,1.303,0.9171,1.524,3.034,2.2,1.731,1.737,1.799,3.514,3.405,2.475,3.897,2.843,2.938,2.686,0.6616,1.371,1.445,2.628,3.668,1.163,2.135
"657","C3","A 2","SO-E0000532 ",3.056,3.013,1.715,0.8736,0.2392,1.63,2.861,3.002,3.228,2.175,3.159,2.959,3.187,2.999,3.245,1.987,2.155,2.042,1.137,0.6377,1.086,2.37,3.639,3.424
"658","C4","A 2","SO-E0000534 ",4.072,3.397,2.615,1.958,0.5816,4.007,3.451,2.817,3.132,2.331,1.901,2.117,2.522,1.48,1.759,2.105,2.671,2.971,2.482,2.18,2.251,3.339,5.324,3.295
"659","C4","A 2","SO-E0000574 ",4.097,1.992,1.319,1.274,1.516,3.634,3.233,3.462,2.825,3.509,2.13,3.387,3.857,3.337,3.486,2.321,2.002,1.887,1.509,1.825,1.34,2.856,3.899,4.06
"660","C2","A 3","SO-E0000579 ",1.163,0.7857,3.085,1.665,2.433,3.408,3.522,3.772,3.718,3.152,3.035,2.639,1.203,1.512,3.231,1.275,3.477,2.317,2.673,3.981,3.759,3.816,2.914,2.22
"661","C4","A 1","SO-E0000629 ",1.187,1.524,2.742,2.619,1.305,1.599,3.018,3.077,2.081,1.307,2.963,4.489,2.931,4.206,3.802,2.727,1.954,1.673,1.397,1.348,1.277,1.321,2.445,2.828
"662","C4","A 1","SO-E0000637 ",3.677,2.824,2.996,2.766,1.574,0.9178,1.398,1.9,1.241,1.552,3.596,3.468,3.307,3.957,3.488,2.667,2.023,1.586,1.486,1.324,1.15,1.109,2.791,3.021
"663","C1","A 4","SO-E0000642 ",4.656,3.761,3.079,2.45,2.025,1.71,1.565,1.543,1.601,1.702,1.877,1.94,0.02047,0.8966,1.566,2.141,2.596,2.9,3.125,3.155,3.067,2.973,2.736,2.735
"664","C3","A 2","SO-E0000677 ",1.406,1.702,1.778,1.711,1.983,2.191,2.164,4.234,4.559,2.289,1.996,1.895,2.532,3.291,2.896,1.875,1.584,1.908,0.9704,3.486,3.728,0.4966,2.288,2.855
"665","C4","A 1","SO-E0000687 ",3.749,3.403,3.23,3.302,3.14,2.274,2.223,1.501,1.348,1.145,0.9645,1.63,3.217,3.558,3.525,3.309,3.116,2.515,2.119,1.656,1.358,0.9897,0.9627,1.583
"666","C3","A 2","SO-E0000737 ",0.4644,1.472,1.342,1.765,2.744,3.411,2.712,2.899,3.709,3.324,2.586,1.48,2.565,3.811,3.818,2.588,2.542,1.889,1.189,0.9738,1.55,1.659,1.711,3.615
"667","C3","A 2","SO-E0000807 ",0.8605,0.8894,0.9705,1.758,2.488,2.753,2.799,3.352,3.577,3.489,2.781,2.192,2.638,2.843,2.355,1.947,1.803,1.802,0.7323,0.8764,2.269,2.841,4.086,3.717
"668","C2","A 3","SO-E0000811 ",0.8958,0.9231,1.586,2.493,2.22,2.727,3.158,3.699,3.853,2.985,1.879,1.491,0.5448,1.055,1.787,2.394,2.37,2.504,2.289,3.538,4.039,3.221,2.612,1.554
"669","C2","A 3","SO-E0000818 ",0,1.298,2.056,2.451,2.63,3.032,3.133,3.236,3.29,3.201,2.025,1.558,1.335,0.6396,1.483,3.186,2.545,3,2.489,4.111,2.912,2.985,1.936,1.287
"670","C4","A 1","SO-E0000827 ",2.8,5.372,1.881,1.705,1.958,1.988,2.361,1.934,2.068,1.942,1.86,2.04,3.264,3.676,3.196,3.315,2.817,2.058,2.344,1.169,0.9955,0.7494,1.616,2.711
"671","C3","A 2","SO-E0000970 ",2.781,2.683,1.747,1.619,1.362,1.477,3.153,2.402,3.373,4.379,2.059,0.8743,3.676,3.784,3.571,2.504,2.099,1.681,1.314,1.094,1.199,1.497,2.471,3.02
"672","C3","A 2","SO-E0001131 ",1.679,1.8,1.639,1.733,1.879,2.096,1.928,4.398,4.086,3.322,2.029,1.551,3.964,2.997,3.301,2.977,2.005,1.602,1.339,1.186,1.158,3.56,1.512,2.538
"673","C3","A 2","SO-E0001135 ",1.642,2.263,1.127,0.9058,2.539,3.107,3.462,4.183,2.138,2.938,2.602,1.231,2.703,3.525,4.11,3.46,2.707,2.147,1.689,1.216,2.13,1.156,1.01,2.286
"674","C2","A 4","SO-E0001158 ",0.4285,0.8366,1.173,2.274,3.024,2.88,2.91,2.845,3.609,2.934,2.979,2.245,0.207,1.518,1.425,2.728,3.219,2.127,2.659,2.973,3.997,2.052,3.109,2.125
"675","C2","A 4","SO-E0001178 ",1.166,1.437,1.892,2.206,2.482,3.751,3.848,3.755,2.846,1.944,1.673,1.139,2.754,2.371,2.07,1.646,1.117,1.004,1.571,3.739,4.367,2.302,2.282,2.915
"676","C2","A 4","SO-E0001250 ",1.215,0.4491,1.194,1.728,2.057,2.686,2.9,3.035,3.54,3.412,3.199,2.724,0.7272,1.447,1.785,2.297,2.295,1.197,4.188,2.488,2.771,3.692,3.055,2.198
"677","C2","A 4","SO-E0001273 ",1.58,0.7879,1.019,1.761,2.305,1.779,2.6,2.669,3.715,2.93,4.011,2.982,2.816,1.926,1.3,1.055,2.01,2.259,2.294,1.291,2.416,4.613,2.639,3.518
"678","C2","A 3","SO-E0001292 ",1.734,1.602,1.503,1.784,2.564,3.197,4.196,4.357,3.742,2.828,2.657,2.214,1.913,1.12,1.432,1.768,2.526,3.979,4.144,2.906,3.53,2.418,3.509,3.134
"679","C2","A 3","SO-E0001296 ",1.593,1.72,1.714,1.764,2.808,4.034,4.654,3.713,2.758,2.772,2.714,2.136,1.601,1.219,1.554,2.067,3.178,3.056,4.7,3.491,3.17,2.707,3.391,2.246
"680","C3","A 1","SO-E0001306 ",1.936,2.288,1.536,1.219,1.493,2.779,3.141,3.695,3.952,3.018,4.179,3.143,3.582,3.977,3.69,3.311,2.123,2.254,0.9574,1.186,2.371,2.748,2.396,3.783
"681","C3","A 1","SO-E0001309 ",1.952,1.882,1.001,1.698,1.898,2.953,3.507,3.761,3.951,3.415,3.836,2.525,4.077,3.575,3.822,3.091,2.511,2.151,1.229,1.102,2.413,2.564,2.008,3.836
"682","C3","A 2","SO-E0001332 ",2.339,1.46,0.3549,1.461,2.447,3.12,3.547,3.53,3.072,2.747,2.781,1.281,3.403,3.714,3.809,3.319,2.321,1.311,0.8841,1.323,1.624,2.043,2.255,2.132
"683","C3","A 2","SO-E0001366 ",1.37,0.8556,1.296,2.129,1.914,2.37,2.663,3.746,4.214,3.152,2.572,1.857,3.555,3.476,3.352,2.47,1.952,1.154,1.04,1.024,1.692,2.136,2.664,3.624
"684","C3","A 2","SO-E0001371 ",1.666,1.504,1.324,1.339,1.733,2.219,2.594,3.23,4.248,3.892,2.685,1.704,3.702,3.524,3.149,1.039,0.5187,1.772,1.782,1.669,2.339,2.74,2.746,3.157
"685","C3","A 2","SO-E0001373 ",2.457,2.109,1.503,1.242,1.536,1.517,2.138,4.034,4.304,1.676,2.655,2.967,3.895,3.767,3.681,2.683,2.305,1.405,1.357,1.193,1.556,1.563,2.012,2.722
"686","C2","A 4","SO-E0001379 ",1.522,1.462,1.227,1.282,1.208,1.944,3.144,3.281,3.321,3.496,3.716,2.535,2.661,1.93,1.573,0.8718,1.166,1.922,2.426,2.064,2.384,3.056,4.182,3.903
"687","C3","A 2","SO-E0001390 ",1.968,2.018,1.811,1.419,1.445,1.472,2.092,3.407,4.394,3.931,2.1,2.081,3.775,3.371,3.274,2.713,2.935,2.398,1.797,1.05,0.836,1.08,1.875,3.035
"688","C3","A 1","SO-E0001418 ",1.946,1.555,1.303,1.529,2.391,2.951,3.953,3.885,3.521,4.051,2.931,2.362,3.777,3.893,3.391,3.264,2.576,1.818,1.444,1.323,1.455,2.284,3.793,3.36
"689","C3","A 1","SO-E0001425 ",1.816,1.986,2.27,2.84,3.543,3.738,4.067,4.115,1.943,3.028,1.941,1.091,3.19,3.104,2.897,2.809,2.788,1.86,2.259,3.79,0,2.972,3.018,3.693
"690","C3","A 1","SO-E0001427 ",2.778,3.007,2.238,1.299,1.315,2.944,3.286,4.877,3.74,2.056,2.482,2.358,3.603,3.231,4.351,2.659,2.675,1.927,1.649,1.601,1.261,2.114,3.532,3.776
"691","C3","A 1","SO-E0001456 ",2.68,2.431,2.115,2.271,1.167,1.639,4.464,2.196,2.484,3.095,3.477,4.358,3.089,3.063,3.86,3.49,3.869,2.879,0.1143,2.447,2.608,2.644,2.148,2.168
"692","C4","A 2","SO-E0001543 ",3.577,3.301,3.387,2.34,1.459,2.03,3.602,1.353,1.151,2.663,3.694,3.823,3.482,3.231,3.073,2.834,2.073,2.21,1.472,1.173,1.637,2.895,4.381,3.917
"693","C4","A 2","SO-E0001545 ",4.204,3.498,2.779,2.385,2.075,1.704,1.991,1.866,1.338,2.616,4.393,3.529,3.931,4.141,3.426,2.542,2.57,1.952,1.367,1.331,1.384,3.192,3.271,3.272
"694","C4","A 2","SO-E0001547 ",2.492,2.61,2.387,2.641,1.945,1.926,1.535,1.799,2.55,3.87,4.991,3.633,3.895,3.208,3.387,2.984,2.472,1.914,1.137,1.26,2.063,2.567,3.051,4.44
"695","C3","A 1","SO-E0001551 ",1.642,1.597,1.675,1.72,2.343,2.952,3.835,4.294,4.112,3.338,2.651,2.218,4.099,3.278,2.587,2.066,1.881,2.138,1.097,2.661,3.345,1.691,3.055,4.482
"696","C3","A 2","SO-E0001555 ",1.558,1.341,1.063,1.206,2.088,3.029,3.557,3.864,3.377,3.08,2.071,1.677,3.532,3.104,2.105,1.846,1.954,1.709,0.8427,0.9657,3.793,3.637,2.521,1.9
"697","C3","A 1","SO-E0001571 ",2.194,2.25,2.704,2.177,2.464,2.157,2.591,3.146,3.785,5.277,1.411,2.223,3.14,4.239,4.181,3.267,3.249,2.03,1.875,1.84,1.521,3.299,1.31,2.429
"698","C2","A 3","SO-E0001581 ",1.699,1.399,1.661,2.084,2.897,3.482,3.824,4.207,4.167,2.521,2.303,2.134,1.938,1.509,1.536,1.868,2.721,2.825,3.098,4.139,4.753,3.233,2.403,2.355
"699","C4","A 2","SO-E0001597 ",3.575,2.277,2.132,1.924,2.14,2.777,2.603,2.002,1.947,2.704,2.816,5.481,3.938,3.82,3.563,2.626,2.359,1.6,1.375,1.492,1.64,2.769,3.3,3.896
"700","C2","A 3","SO-E0001604 ",1.998,1.443,1.573,2.503,4.841,4.002,2.489,2.406,3.686,2.72,2.384,2.334,1.179,1.712,1.815,2.855,4.171,4.384,2.676,1.996,3.804,2.904,2.522,2.36
"701","C2","A 3","SO-E0001617 ",2.373,1.43,1.485,2.279,3.893,4.034,2.135,3.348,4.261,3.172,1.981,1.987,3.849,1.577,1.762,3.132,4.447,3.958,1.765,2.657,3.115,2.372,1.562,2.182
"702","C3","A 1","SO-E0001643 ",2.235,2.332,2.349,2.339,2.394,2.392,2.359,2.389,5.842,2.452,2.486,2.809,1.724,4.042,3.758,3,3.097,1.653,1.499,1.346,1.871,3.602,3.238,3.547
"703","C2","A 3","SO-E0001651 ",0.6526,1.616,2.207,2.616,2.482,2.984,3.029,3.529,3.846,4.154,3.346,1.916,0.4527,1.496,2.473,3.116,2.697,3.069,2.394,3.084,3.305,3.79,4.183,2.32
"704","C4","A 2","SO-E0001679 ",5.173,3.168,2.063,1.334,1.635,2.222,2.574,3.414,3.293,2.404,2.444,2.654,2.987,3.617,3.109,2.164,2.252,2.041,2.001,1.281,2.423,4.933,3.625,1.947
"705","C3","A 1","SO-E0001680 ",0.6453,1.246,1.771,2.274,2.866,3.209,3.476,3.476,3.628,3.649,3.284,2.855,5,4.116,3.464,2.871,2.448,2.106,1.918,1.862,1.92,2.009,2.291,2.375
"706","C3","A 1","SO-E0001706 ",1.616,1.552,1.669,2.083,2.74,2.906,3.573,3.528,3.942,4.529,2.027,2.215,2.035,2.528,1.971,2.018,2.994,2.533,2.613,2.018,2.807,2.768,5.675,2.418
"707","C3","A 1","SO-E0001734 ",1.091,1.336,2.038,2.162,2.932,2.863,2.709,3.484,4.901,3.062,3.091,2.709,2.093,2.122,2.763,2.758,2.492,2.326,1.761,1.889,2.288,2.45,5.025,4.412
"708","C3","A 1","SO-E0001736 ",2.055,2.018,2.059,1.911,2.156,2.657,5.002,3.912,3.796,2.689,2.11,2.015,4.412,4.337,2.829,2.713,2.483,1.85,0.998,2.667,2.008,2.094,2.409,3.58
"709","C4","A 2","SO-E0001751 ",5.485,1.806,1.918,1.954,2.515,3.143,2.269,3.357,2.331,2.339,2.907,2.355,4.218,4.31,3.442,2.273,1.764,1.934,1.905,1.894,1.397,2.512,3.447,3.283
"710","C3","A 1","SO-E0001760 ",2.003,2.173,2.52,1.467,1.757,2.764,4.7,2.829,3.192,4.427,1.97,2.576,4.404,4.408,3.121,3.073,2.348,1.928,1.893,1.673,1.776,1.976,2.187,3.592
"711","C2","A 3","SO-E0001770 ",0.9376,0.8546,1.311,2.083,2.322,2.307,3.036,3.239,3.432,3.987,2.684,1.716,1.092,1.337,1.828,1.072,2.043,2.075,2.156,3.037,3.279,4.382,3.258,2.35
"712","C3","A 2","SO-E0001779 ",2.348,1.527,1.03,1.112,2.464,3.334,3.771,3.68,3.19,2.507,1.376,1.571,3.853,3.428,2.464,1.738,1.902,1.839,1.435,1.08,1.389,1.706,3.286,3.789
"713","C2","A 3","SO-E0001784 ",0.2746,1.106,2.135,2.087,2.921,2.948,3.568,3.559,2.868,2.586,2.532,1.325,0.2264,1.03,2.378,2.027,2.607,2.74,3.41,3.164,3.061,2.768,3.235,1.263
"714","C4","A 2","SO-E0004690 ",5.075,4.11,3.374,2.733,2.381,2.126,1.845,1.865,1.995,2.103,2.327,2.443,5.029,4.133,3.449,2.819,2.395,2.087,1.914,1.905,1.988,2.094,2.25,2.315
"715","C3","A 2","SO-E0004695 ",3.548,1.111,1.17,1.252,1.423,1.973,2.371,1.941,3.402,2.975,3.955,2.79,1.735,4.207,3.227,1.676,1.755,1.788,1.653,4.257,1.61,1.622,2.055,2.325
"716","C3","A 2","SO-E0004726 ",1.916,1.121,0.4339,1.394,2.08,3.316,3.59,3.114,2.994,2.433,3.407,2.11,4.101,3.393,2.414,2.106,1.629,1.675,1.948,1.797,1.572,0.8013,2.614,3.859
"717","C3","A 1","SO-E0004738 ",1.694,1.767,1.819,1.913,2.827,3.732,4.197,2.128,3.445,4.415,2.464,1.978,5.036,4.132,3.431,2.813,2.382,2.076,1.915,1.895,1.978,2.103,2.263,2.353
"718","C2","A 3","SO-E0004842 ",0.02665,0.882,1.552,2.152,2.593,2.911,3.093,3.126,3.065,2.966,2.81,2.732,0.05542,0.8963,1.504,2.098,2.535,2.879,3.057,3.125,3.076,3.001,2.856,2.827
"719","C1","A 4","SO-E0004843 ",4.413,3.644,3.085,2.477,2.105,1.755,1.545,1.35,1.434,1.488,1.646,2.966,0.03751,0.8862,1.527,2.119,2.557,2.884,3.053,3.1,3.046,2.982,2.85,2.869
"720","C4","A 1","SO-E0004844 ",4.699,3.751,3.036,2.445,2.004,1.682,1.716,1.607,1.583,1.703,1.808,1.875,4.628,3.768,3.105,2.454,2.044,1.771,1.565,1.485,1.552,1.702,1.873,1.963
"721","C1","A 4","SO-E0004845 ",3.745,2.842,2.462,2.725,2.943,1.574,3.555,2.72,0.6451,0.6089,2.019,2.071,0.2138,0.7872,1.403,2.018,2.561,2.808,2.995,3.117,3.073,3.026,2.839,3.068
